0, -64148.9186789113
1, 31033.58950190722
2, 91661.16049523081
3, 9819.065458104393
4, -60590.69234407718
5, 26775.579246497942
6, 26969.151288642865
7, 98279.36866946386
8, -88608.7160305209
9, -30285.877899317722
10, -90735.69062752374
11, 36623.64555139425
12, 21479.527737466025
13, 14696.335475225524
14, 26050.89988177669
15, -46327.6657696403
16, 71318.73766881294
17, 67501.95287803448
18, -90422.79707592407
19, -54301.38558567316
20, -43528.69607811399
21, 5263.352037965067
22, -89128.8508190992
23, 19169.137173854357
24, 67037.29757516854
25, 90552.20272793065
26, 9056.032342028067
27, -49419.0026617786
28, 46759.17168393178
29, -66868.80610221512
30, -39099.080051568424
31, 73152.7619329767
32, 83916.71372875325
33, -57584.617263487045
34, -40985.21957686441
35, 94818.24280951363
36, 38177.96232901981
37, -25623.495617337987
38, -20370.58990548637
39, 2027.952239659065
40, 17007.33050928988
41, -36342.283041191775
42, 1413.646869656709
43, -92767.11637473332
44, 83614.12670393576
45, 14199.793207475715
46, -32631.93527604477
47, 20951.77768542951
48, -74543.64628091764
49, -37683.73922338619
50, -18620.564992336636
51, 79308.02254823291
52, 43388.17058753265
53, -84688.86763923633
54, 67592.0869774625
55, -23860.798054875035
56, 14306.817744302605
57, 13076.308450122651
58, -20554.367105445108
59, 35754.856505841366
60, 74592.12930195265
61, -88672.65502012904
62, -60547.87813059043
63, 86993.05126714212
64, -79576.06479095208
65, 35429.21981902421
66, -6935.863272005326
67, 28789.1777937733
68, 78251.49759538905
69, 12882.129372214285
70, 15133.744622568473
71, 61980.69476649709
72, -52210.8418884723
73, -65330.00928412788
74, 79583.30346321531
75, -29009.38800970997
76, 60381.19289522292
77, -10763.107833107812
78, -40210.71077192085
79, -54210.41828137355
80, -56599.390944450955
81, -19175.980645336178
82, 60537.154946359515
83, -62349.77290072359
84, -76143.75632653263
85, 32947.25774925346
86, -1034.6805709470548
87, -35124.80708767896
88, -5181.132026847657
89, -984.4906783188796
90, 86814.70660961191
91, -28359.936783273533
92, -41886.24186622372
93, -13489.992536632815
94, 53719.524766117145
95, 60229.65443268879
96, -79690.18582806583
97, 88802.64799562324
98, -78956.52634353915
99, 76421.26796296834
100, -77191.61481792247
101, -58974.91115684537
102, -55306.116826064695
103, -30771.467080464936
104, 70460.62754699858
105, -678.7662709907277
106, 44838.521993087365
107, 79380.31274261276
108, 68872.35404704626
109, -15225.450669407199
110, -18134.630457300675
111, -68571.45867866161
112, 21488.6502163313
113, 59489.088819543365
114, -32881.86893982609
115, 69862.83953783345
116, -44645.38631409813
117, -43114.03185135554
118, 70030.28029384286
119, -85487.16077393314
120, 75780.46413614083
121, -75098.28522324919
122, -85211.7090056479
123, 57840.154328450204
124, -82938.89333433828
125, -63218.466285634626
126, -57815.46749390282
127, 66253.4586452199
128, 73738.24184816658
129, -84748.66260340984
130, 41889.08717631362
131, -21060.30254020794
132, -71183.99366263118
133, 36602.6896932907
134, -60992.27443402563
135, 42752.767220150534
136, -11577.478345678599
137, -52958.63417803725
138, -70305.46791828534
139, -53198.7347972318
140, -61375.51262669019
141, -51068.904249896965
142, 38952.778366081904
143, -70260.55075988131
144, 21625.952882857342
145, -44027.150258595095
